a_id_,ClusterID,val_CRBEC,val_FC011EC,val_FC01EC,val_FC021EC,val_FC022EC,val_FC02EC,val_FC031EC,val_FC032EC,val_FC041EC,val_FC042EC,val_FC043EC,val_FC044EC,val_FC045EC,val_FC04EC,val_FC052EC,val_FC053EC,val_FC054EC,val_FC055EC,val_FC056EC,val_FC05EC,val_FC063EC,val_FC06EC,val_FC071EC,val_FC072EC,val_FC07EC,val_FC091EC,val_FC096EC,val_FC10EC,val_FC121EC,val_FC123EC,val_FC125EC,val_FC126EC,val_FCTOTEC,val_HHPEDY000_001EC,val_HHPEDY001_002EC,val_HHPEDY002_005EC,val_HHPEDY005_007EC,val_HHPEDY007_010EC,val_HHPEDY010_020EC,val_HHPEDY020_035EC,val_HHPEDY035_070EC,val_HHPEDY070_100EC,val_HHPEDY100_150EC,val_HHPEDY150_200EC,val_HHPEDY200_250EC,val_PEDYEC,val_PEDYHHEC,val_RRBEC
Croatia_HR047 - Bjelovarsko-bilogorska zupanija,0,623927160.0,155823440.0,169546040.0,5742183.6,6240312.2,11982500.0,31897554.0,11330906.0,4041010.0,39682430.0,4041464.6,27939028.0,66715156.0,142419100.0,1772389.0,6052400.0,1313300.4,3037430.0,12494372.0,35975700.0,218580.34,14282864.0,26422624.0,52471398.0,84015402.0,2846141.6,1260598.8,4880684.8,15633534.0,1477631.4,14398570.0,2323459.8,611409600.0,0.4737132,7.3161388,851.05686,2033.4066000000005,4898.7784,16461.824,9372.2394,2507.6858,94.437866,9.9081458,0.4043495999999999,0.02894,632492360.0,17468.542,315138740.0
Croatia_HR048 - Viroviticko-podravska zupanija,0,396865300.0,101875340.0,110846940.0,3671854.2,3990495.2,7662353.0,20142840.0,7155452.0,2551883.0,25059414.0,2552215.8,17642958.0,42129760.0,89936230.0,1122617.8,3833582.6,831848.5,1923875.8,7914036.8,22786934.0,138038.68,9019673.2,16734008.0,33231992.0,53209588.0,1760402.0,779772.54,2956927.2,9766507.2,923097.86,8994903.8,1451474.4,388960500.0,0.4982331999999799,7.74630839999998,825.07212,1830.6728,4077.9372,11839.71,5497.1396,1168.79626,32.683924000000005,2.81575,0.0915582,0.00551,394933980.0,15636.8,200449840.0
Croatia_HR049 - Pozesko-slavonska zupanija,0,371898860.0,94308820.0,102614000.0,3427016.6,3724585.8,7151605.8,18921808.0,6722235.0,2397394.6,23542654.0,2397944.8,16573612.0,39577604.0,84489210.0,1054746.28,3602093.0,781621.5800000001,1807611.0,7436393.4,21410512.0,129689.68,8473814.4,15720822.0,31224786.0,49993128.0,1672468.2,740603.1799999999,2840530.6,9229413.8,872361.4400000001,8500508.6,1371602.0,364472540.0,0.1827882,3.66966099999998,521.8829599999999,1310.6384000000005,3201.7424,10498.2974,5488.7066,1275.46446,38.510124000000005,3.4289488,0.1144844,0.00698,373832740.0,16748.442,187835360.0
Croatia_HR04A - Brodsko-posavska zupanija,0,790463440.0,195013380.0,212187460.0,7372997.2,8012176.4,15385178.0,40798110.0,14491320.0,5168080.2,50749450.0,5168049.2,35734374.0,85326354.0,182146300.0,2235589.4,7633431.0,1656363.2,3831088.4,15757708.0,45374570.0,279531.36,18266092.0,33349722.0,66215262.0,106028286.0,3614561.0,1601566.4,6155992.8,19920542.0,1882751.0,18346058.0,2960680.6,774454720.0,0.5309833999999599,8.612940599999979,1042.1158799999998,2524.281,6131.2114,20749.432,11829.118,3146.661,116.867892,12.111585600000002,0.4862973999999999,0.03436,796284940.0,17490.15,399265400.0
Croatia_HR04B - Osjecko-baranjska zupanija,0,1754579200.0,418200040.0,455029260.0,16157544.0,17558216.0,33715780.0,91100206.0,32358508.0,11540144.0,113321740.0,11540190.0,79793760.0,190531140.0,406726960.0,4995792.6,17058318.0,3701438.4,8561284.4,35213382.0,101397582.0,624171.6,40787420.0,74521670.0,147963900.0,236928100.0,8327997.0,3689742.6,14634556.0,45213438.0,4273287.2,41640450.0,6719894.2,1718832000.0,1.0193055999999998,15.935428000000002,1935.4852,4796.163200000001,12013.692,43459.136,27373.942000000003,8214.371799999999,357.74246,41.353756,1.88446799999998,0.1468192,1817596400.0,18521.186,886246760.0
Croatia_HR04C - Vukovarsko-srijemska zupanija,0,842663120.0,210212460.0,228725060.0,7862516.6,8544063.8,16406588.0,43339776.0,15393792.0,5489928.8,53909744.0,5489765.8,37960560.0,90641216.0,193491240.0,2381140.4,8130256.0,1764164.4,4080496.0,16783136.0,48328038.0,296933.36,19403508.0,35518080.0,70517698.0,112919126.0,3814889.6,1690482.2,6455647.2,21089378.0,1993203.6,19422386.0,3134446.4,825657460.0,0.4691166000000001,9.557406,1315.31214,3235.2248,7743.516399999999,24488.702,12194.080000000002,2683.9384,75.43585800000001,6.4011274,0.2018943999999799,0.011776,843954460.0,16321.984,425633780.0
Croatia_HR04D - Karlovacka zupanija,0,707487740.0,176177260.0,191692580.0,6452923.0,7012191.0,13465118.0,36083072.0,12816100.0,4570628.0,44882326.0,4570397.0,31604404.0,75463686.0,161091440.0,2017083.0,6887095.0,1494415.6,3456594.4,14216850.0,40938608.0,247210.14,16154300.0,30068268.0,59695768.0,95591128.0,3252411.0,1441303.3199999998,5636072.4,17776744.0,1680111.2,16371470.0,2642102.8,693329740.0,0.5161874,8.776541600000002,1072.47682,2569.4712,6128.7142,19880.224,10599.1818,2594.7606,86.055492,8.2481264,0.302127,0.019864,723758300.0,16864.519999999997,357357980.0
Croatia_HR04E - Sisacko-moslavacka zupanija,0,891215940.0,220676460.0,240109820.0,8119250.8,8824493.8,16943752.0,45495840.0,16163568.0,5764526.4,56608540.0,5766077.4,39849882.0,95162438.0,203151500.0,2543076.2,8685189.6,1884613.4,4358330.4,17930526.0,51623578.0,311847.84,20375460.0,37898954.0,75279634.0,120525720.0,4122481.2,1825422.8,7177535.6,22481492.0,2124963.2,20706124.0,3340971.2,873359400.0,0.43644519999998,8.0919124,1101.56624,2780.1196,6921.835000000001,23939.71,13711.106,3585.5268000000005,127.749012,12.7619792,0.4882378,0.0331,915934380.0,17570.104,450123400.0
Cyprus_CY0 - Cyprus,0,14490956000.0,1623169600.0,1798801600.0,275002980.0,414177340.0,778540880.0,617272900.0,155393660.0,319964720.0,1646069200.0,40103624.0,129296780.0,420650060.0,2552755000.0,35154062.0,104668300.0,53858668.0,74876988.0,413889660.0,848110620.0,197395600.0,701254100.0,612735380.0,1261748600.0,2470126000.0,221492860.0,2626048.2,474134060.0,542889980.0,136271380.0,276716960.0,394219640.0,16048206000.0,9.9994282,9.9994282,161.19898,879.5335200000002,4418.847,50270.912,109843.06,133864.08000000002,31138.828,12336.824,2257.9926,517.50604,14945590000.0,43194.19600000001,6510668400.0
Cyprus_CY00 - Cyprus,0,14490956000.0,1623169600.0,1798801600.0,275002980.0,414177340.0,778540880.0,617272900.0,155393660.0,319964720.0,1646069200.0,40103624.0,129296780.0,420650060.0,2552755000.0,35154062.0,104668300.0,53858668.0,74876988.0,413889660.0,848110620.0,197395600.0,701254100.0,612735380.0,1261748600.0,2470126000.0,221492860.0,2626048.2,474134060.0,542889980.0,136271380.0,276716960.0,394219640.0,16048206000.0,9.9994282,9.9994282,161.19898,879.5335200000002,4418.847,50270.912,109843.06,133864.08000000002,31138.828,12336.824,2257.9926,517.50604,14945590000.0,43194.19600000001,6510668400.0
Cyprus_CY000 - Cyprus,0,14490956000.0,1623169600.0,1798801600.0,275002980.0,414177340.0,778540880.0,617272900.0,155393660.0,319964720.0,1646069200.0,40103624.0,129296780.0,420650060.0,2552755000.0,35154062.0,104668300.0,53858668.0,74876988.0,413889660.0,848110620.0,197395600.0,701254100.0,612735380.0,1261748600.0,2470126000.0,221492860.0,2626048.2,474134060.0,542889980.0,136271380.0,276716960.0,394219640.0,16048206000.0,9.9994282,9.9994282,161.19898,879.5335200000002,4418.847,50270.912,109843.06,133864.08000000002,31138.828,12336.824,2257.9926,517.50604,14945590000.0,43194.19600000001,6510668400.0
Czechia_CZ0 - Ceska Republika,0,93020266000.0,13634576000.0,15130446000.0,3199500000.0,3410582200.0,6920086000.0,3019597400.0,948521400.0,2316358600.0,11740842000.0,1167453000.0,1720594200.0,6245069200.0,23208320000.0,584148980.0,1174769800.0,499368460.0,416486160.0,1103695000.0,5808595600.0,221826360.0,2286735400.0,4074211800.0,4920714600.0,10293524800.0,1594975200.0,1592448000.0,500653260.0,2447677200.0,451264880.0,1869420000.0,2012460600.0,95831372000.0,9.999968,47.626262,24790.976,100791.822,354756.26,1890045.8,1601139.4,613542.0800000001,36183.034,5347.0652,323.28838,31.386202000000004,105141000000.0,22721.552000000003,48105126000.0
Czechia_CZ01 - Praha,0,14504294000.0,1974662200.0,2191897400.0,445286040.0,473813900.0,958163420.0,452698060.0,157991800.0,537615260.0,2725420200.0,91312242.0,245722180.0,599384340.0,4202715000.0,72892592.0,155371920.0,64507636.0,48275772.0,126703840.0,721551000.0,51239150.0,437580120.0,305314460.0,533830460.0,1062126040.0,273805580.0,384591180.0,86333458.0,350222420.0,63928208.0,243686060.0,277543140.0,14960968000.0,0.1057685999999999,1.00544,961.44602,4653.0706,19153.09,146141.78,211855.74,160044.44,18866.868,3778.2086,275.78851999999995,28.779138,17899638000.0,31631.46,6825535400.0
Czechia_CZ010 - Hlavní mesto Praha (Prague),0,14504294000.0,1974662200.0,2191897400.0,445286040.0,473813900.0,958163420.0,452698060.0,157991800.0,537615260.0,2725420200.0,91312242.0,245722180.0,599384340.0,4202715000.0,72892592.0,155371920.0,64507636.0,48275772.0,126703840.0,721551000.0,51239150.0,437580120.0,305314460.0,533830460.0,1062126040.0,273805580.0,384591180.0,86333458.0,350222420.0,63928208.0,243686060.0,277543140.0,14960968000.0,0.1057685999999999,1.00544,961.44602,4653.0706,19153.09,146141.78,211855.74,160044.44,18866.868,3778.2086,275.78851999999995,28.779138,17899638000.0,31631.46,6825535400.0
Czechia_CZ02 - Strední Cechy,0,12925814000.0,1978021600.0,2201864600.0,428057320.0,431019620.0,898972920.0,445511260.0,141206780.0,218426040.0,1107274800.0,221693840.0,241636580.0,1016842040.0,2808051800.0,81737864.0,162249560.0,64695550.0,54617376.0,148546780.0,756286240.0,23095260.0,298648280.0,642601780.0,964856920.0,1823548600.0,232583700.0,223884740.0,80192184.0,315336100.0,54889180.0,251307800.0,256126840.0,13347216000.0,0.03998,1.0432764,2041.0794,11044.494,45061.634,270370.2,239513.74,85213.822,3449.7262,307.98279999999994,8.5413604,0.4110033999999999,14857372000.0,22608.534,7066386400.0
Czechia_CZ020 - Stredoceský kraj,0,12925814000.0,1978021600.0,2201864600.0,428057320.0,431019620.0,898972920.0,445511260.0,141206780.0,218426040.0,1107274800.0,221693840.0,241636580.0,1016842040.0,2808051800.0,81737864.0,162249560.0,64695550.0,54617376.0,148546780.0,756286240.0,23095260.0,298648280.0,642601780.0,964856920.0,1823548600.0,232583700.0,223884740.0,80192184.0,315336100.0,54889180.0,251307800.0,256126840.0,13347216000.0,0.03998,1.0432764,2041.0794,11044.494,45061.634,270370.2,239513.74,85213.822,3449.7262,307.98279999999994,8.5413604,0.4110033999999999,14857372000.0,22608.534,7066386400.0
Czechia_CZ03 - Jihozápad,0,10327313600.0,1542281200.0,1712346000.0,444748900.0,448100500.0,937028680.0,338170360.0,102582584.0,249012900.0,1262127600.0,114493120.0,189330980.0,734970580.0,2551914800.0,62148304.0,122025340.0,50941012.0,52152890.0,125052300.0,635180980.0,34083002.0,254924780.0,442086260.0,567654100.0,1103539060.0,154251920.0,145011040.0,45373646.0,282870420.0,52203654.0,230221040.0,264343260.0,10653311200.0,0.01662,0.59996239999998,1547.557,8966.003,37920.976,227572.25999999995,188935.1,58894.742000000006,1899.6792,142.2042,3.15200359999996,0.1262938,11451130000.0,21773.748000000003,5501105600.0
Czechia_CZ031 - Jihocecký kraj,0,5265399800.0,796207120.0,884003560.0,227492220.0,229206960.0,479297240.0,172308080.0,52269158.0,126880900.0,643096600.0,58338022.0,96470590.0,374493140.0,1300288200.0,31730366.0,62301258.0,26008508.0,26627152.0,63846712.0,324297960.0,17366346.0,129892180.0,225692460.0,289798740.0,563377140.0,78088906.0,73410456.0,22821010.0,143646840.0,26509918.0,116910360.0,134238680.0,5431502400.0,0.01148,0.38579399999998,909.42118,5083.315,20819.592,119201.18,94827.648,28551.02,892.19716,65.844316,1.442119,0.05742,5780799600.0,21381.242,2812628200.0
Czechia_CZ032 - Plzenský kraj,0,5061913800.0,746073940.0,828342340.0,217256640.0,218893540.0,457731400.0,165862280.0,50313434.0,122132000.0,619030900.0,56155084.0,92860402.0,360477420.0,1251626800.0,30417942.0,59724080.0,24932504.0,25525738.0,61205580.0,310882980.0,16716658.0,125032580.0,216393840.0,277855360.0,540161880.0,76163006.0,71600570.0,22552636.0,139223580.0,25693738.0,113310660.0,130104560.0,5221809000.0,0.005176,0.2141683999999999,638.13568,3882.688,17101.384,108371.08,94107.454,30343.72,1007.4820999999998,76.359896,1.7098847999999798,0.06888,5670330600.0,22189.022000000004,2688477400.0
Czechia_CZ04 - Severozápad,0,8814059400.0,1251790000.0,1385364200.0,291763080.0,393225260.0,713600580.0,276162720.0,85790340.0,255286240.0,1293868200.0,86576252.0,182863500.0,576582720.0,2397036800.0,61168788.0,121058900.0,44641454.0,39202488.0,116027240.0,592309980.0,13285602.0,174981580.0,411834400.0,371095500.0,859299340.0,150713060.0,109008336.0,50153402.0,246334380.0,42740320.0,190881500.0,224880820.0,9047803800.0,6.551806600000001,25.506342,7675.0888,22610.154,60934.772,229520.86,141589.64,39595.412,1496.3650000000002,150.9172,5.4696174,0.3466086,9581873600.0,19025.864,4484017000.0
Czechia_CZ041 - Karlovarský kraj,0,2357096400.0,338584580.0,374713700.0,77363686.0,104268780.0,189219480.0,73425926.0,22810922.0,67883754.0,344042340.0,23020540.0,48624140.0,153318580.0,637383860.0,16435018.0,32527614.0,11995116.0,10533277.6,31175566.0,159148440.0,3532385.8,46525248.0,110601650.0,99668650.0,230780640.0,40261024.0,29117638.0,13461712.0,65659916.0,11392018.0,50878748.0,59943262.0,2419230800.0,0.0008531999999999,0.07124,359.09786,2414.1177999999995,10935.597999999998,63344.75,43236.322,9466.030800000002,167.25502,8.00824379999998,0.1005479999999799,0.002542,2581045800.0,19864.684,1200051600.0
Czechia_CZ042 - Ústecký kraj,0,6456962600.0,913205520.0,1010650260.0,214399420.0,288956480.0,524381060.0,202736780.0,62979420.0,187402460.0,949826080.0,63555712.0,134239380.0,423264080.0,1759652800.0,44733772.0,88531292.0,32646336.0,28669212.0,84851688.0,433161520.0,9753219.4,128456340.0,301232780.0,271426860.0,628518680.0,110452020.0,79890706.0,36691688.0,180674460.0,31348306.0,140002740.0,164937560.0,6628573200.0,6.550953799999979,25.435104,7315.991199999999,20196.036,49999.174,166176.1,98353.326,30129.382,1329.11,142.90898,5.369074400000001,0.3440638,7000827800.0,18734.202,3283965400.0
Czechia_CZ05 - Severovýchod,0,12638942000.0,1865056000.0,2070185600.0,462487640.0,484823560.0,992762720.0,373536000.0,114779500.0,257621560.0,1305705000.0,178637180.0,240940940.0,948632080.0,2933813000.0,96677422.0,179089240.0,82033640.0,72648698.0,170450460.0,924991720.0,33604414.0,337433960.0,668528480.0,744403300.0,1610340200.0,198221100.0,167088140.0,51603016.0,319178580.0,59851034.0,243321980.0,254312900.0,12997262000.0,0.02364,0.8022007999999798,2057.6108,12057.44,51344.584,302192.88,233719.0,64191.866,1697.8580000000002,111.52811,2.1422934,0.0777336,14016774000.0,21001.956,6719958800.0
Czechia_CZ051 - Liberecký kraj,0,3615463600.0,535516860.0,594416040.0,133186640.0,139618180.0,285893760.0,107130280.0,32918288.0,73882860.0,374465860.0,51231906.0,69099782.0,272057720.0,841390900.0,27626542.0,51175924.0,23441466.0,20759928.0,48707394.0,264322920.0,9637757.0,96775298.0,191069620.0,212749540.0,460239080.0,56456332.0,47590434.0,14594920.0,91208762.0,17103232.0,69532024.0,72672032.0,3718240600.0,0.01848,0.53970459999998,1030.8012599999995,5230.095200000001,19473.834,95058.024,63418.402,15950.893999999997,400.3018,25.83374,0.4864195999999799,0.01734,3967093400.0,19776.116,1926103600.0
Czechia_CZ052 - Královéhradecký kraj,0,4713125400.0,689309880.0,765124000.0,171396920.0,179675180.0,367916460.0,139091480.0,42740236.0,95931908.0,486208060.0,66519368.0,89719822.0,353246220.0,1092472800.0,36051524.0,66783924.0,30591198.0,27091250.0,63562358.0,344936900.0,12513076.0,125649240.0,249280080.0,277577140.0,600466940.0,74399996.0,62713324.0,19522440.0,119346300.0,22379198.0,90982216.0,95092536.0,4846544800.0,0.00455,0.19935219999998,616.20018,3769.7656,16597.512,103941.5,88086.98199999999,27384.75,859.6957400000001,62.572096,1.3327076,0.05158,5290752000.0,21923.56,2498984400.0
Czechia_CZ053 - Pardubický kraj,0,4310350000.0,640229420.0,710645420.0,157904080.0,165530200.0,338952520.0,127314240.0,39120958.0,87806800.0,445031280.0,60885912.0,82121348.0,323328160.0,999949360.0,32999354.0,61129388.0,28000978.0,24797518.0,58180696.0,315731940.0,11453584.8,115009480.0,228178820.0,254076620.0,549634060.0,67364768.0,56784372.0,17485658.0,108623480.0,20368600.0,82807758.0,86548334.0,4432476200.0,0.0006179999999999,0.06316,410.6092,3057.5794,15273.240000000002,103193.36000000002,82213.632,20856.222,437.86044,23.12227,0.32316679999996,0.008824,4758928400.0,21106.196000000004,2294871000.0
Czechia_CZ06 - Jihovýchod,0,14506682000.0,2095630800.0,2317242800.0,410864940.0,519678800.0,976990900.0,488698460.0,153244240.0,342049660.0,1733636200.0,211135240.0,265038920.0,987712880.0,3542321000.0,84504592.0,175818300.0,77166040.0,65180252.0,166792920.0,856296340.0,15984822.0,354469020.0,734020360.0,873740400.0,1848077200.0,244308800.0,235664560.0,86524858.0,423130600.0,74335544.0,318649560.0,307514080.0,14957026000.0,0.01602,0.5729675999999999,1565.0888,9468.8404,42177.532,281052.08,265711.98,96324.86,3790.2962,323.88976,8.387217000000001,0.3788376,16215064000.0,23148.856,7482794600.0
Czechia_CZ063 - Kraj Vysocina,0,4317497200.0,639804760.0,707463720.0,121368040.0,153513200.0,288601920.0,144297820.0,45250258.0,101008244.0,511929960.0,62346020.0,78264534.0,291671260.0,1046031600.0,25320450.0,52682818.0,23122816.0,19530614.0,49978292.0,256582640.0,4719846.6,104666562.0,219800820.0,261658160.0,553423420.0,72099084.0,69542338.0,25522232.0,124908840.0,21943406.0,94065382.0,90781100.0,4450433600.0,0.008016,0.25199159999998,589.4426000000001,3363.0066,14236.276000000002,88316.28199999999,78654.81999999999,27292.634,1039.33556,87.90170400000001,2.2673849999999804,0.1026332,4822221000.0,22576.892,2241324600.0
Czechia_CZ064 - Jihomoravský kraj (includes Brno),0,10189183400.0,1455826000.0,1609779000.0,289496900.0,366165640.0,688388980.0,344400660.0,107993982.0,241041420.0,1221706200.0,148789200.0,186774340.0,696041540.0,2496289200.0,59184142.0,123135500.0,54043222.0,45649638.0,116814620.0,599713700.0,11264973.6,249802420.0,514219580.0,612082240.0,1294653800.0,172209740.0,166122220.0,61002632.0,298221720.0,52392142.0,224584200.0,216732960.0,10506591400.0,0.008006,0.32097599999998,975.64616,6105.8334,27941.25,192735.76,187057.18,69032.21600000001,2750.9606,235.98808,6.1198317999999805,0.2762224,11392840000.0,23399.762,5241470200.0
Czechia_CZ07 - Strední Morava,0,9829472000.0,1472131800.0,1633875600.0,336458060.0,309697380.0,678853440.0,353970180.0,104318684.0,201482960.0,1021171940.0,164406920.0,189865180.0,777010640.0,2355765400.0,74244276.0,144002140.0,66211160.0,50673398.0,146415120.0,732347300.0,18631306.0,213436580.0,428253040.0,430997420.0,969743460.0,181848220.0,166968180.0,63109898.0,260528120.0,51297086.0,179610980.0,203975020.0,10119428600.0,2.2490146,10.4584484,4453.037,15721.666,48782.94,221041.1,165138.37999999998,55640.592,2473.9336000000003,264.5452,10.137595,0.6767812,10799912000.0,21030.148,5104005600.0
Czechia_CZ071 - Olomoucký kraj,0,5047652600.0,763431960.0,847310480.0,172999820.0,159240560.0,349053140.0,181594140.0,53518258.0,103367880.0,523892520.0,84345518.0,97406806.0,398632740.0,1208583000.0,38188256.0,74069434.0,34056820.0,26064464.0,75310576.0,376692440.0,9558269.4,109498100.0,220250980.0,221666440.0,498744620.0,92944552.0,85337626.0,32136104.0,133398480.0,26265514.0,91966200.0,104442240.0,5196402000.0,2.23074059999998,9.9609756,3496.2152,10689.897,29038.689999999995,112401.46,79483.078,29197.736,1590.8604,195.39838,8.496325800000001,0.6068074,5514511000.0,20722.154,2627862200.0
Czechia_CZ072 - Zlínský kraj,0,4781819200.0,708699960.0,786565080.0,163458220.0,150456820.0,329800300.0,172376040.0,50800426.0,98115092.0,497279340.0,80061410.0,92458354.0,378377900.0,1147182200.0,36056020.0,69932708.0,32154340.0,24608936.0,71104530.0,355654880.0,9073037.8,103938458.0,208002040.0,209331000.0,470998820.0,88903648.0,81630556.0,30973794.0,127129620.0,25031570.0,87644760.0,99532728.0,4923025400.0,0.01826,0.49747279999998,956.82176,5031.7688,19744.252,108639.62,85655.31999999999,26442.856,883.0730399999999,69.14681599999999,1.6412706,0.06998,5285399800.0,21361.402,2476143400.0
Czechia_CZ08 - Moravskoslezsko,0,9473694200.0,1454998800.0,1617668400.0,379833980.0,350223020.0,763713400.0,290850320.0,88607558.0,254863880.0,1291636200.0,99198020.0,165195740.0,603934020.0,2416702600.0,50775142.0,115154380.0,49171958.0,33735286.0,103706310.0,589632220.0,31902832.0,215260880.0,441573040.0,434136520.0,1016851520.0,159242940.0,160231960.0,37362818.0,250076520.0,52019870.0,211741120.0,223764740.0,9748352600.0,0.9970962,7.6376246,4490.068799999999,16270.132,49380.746,212154.48,154675.56,53636.366,2508.3072,267.78914,9.669748,0.589813,10319232000.0,20914.748,4921325600.0
Czechia_CZ080 - Moravskoslezský kraj (includes Ostrava),0,9473694200.0,1454998800.0,1617668400.0,379833980.0,350223020.0,763713400.0,290850320.0,88607558.0,254863880.0,1291636200.0,99198020.0,165195740.0,603934020.0,2416702600.0,50775142.0,115154380.0,49171958.0,33735286.0,103706310.0,589632220.0,31902832.0,215260880.0,441573040.0,434136520.0,1016851520.0,159242940.0,160231960.0,37362818.0,250076520.0,52019870.0,211741120.0,223764740.0,9748352600.0,0.9970962,7.6376246,4490.068799999999,16270.132,49380.746,212154.48,154675.56,53636.366,2508.3072,267.78914,9.669748,0.589813,10319232000.0,20914.748,4921325600.0
Denmark_DK0 - Denmark,0,143858380000.0,14204752000.0,16409726000.0,2447005400.0,1950089400.0,4794877400.0,5477100000.0,1149933000.0,10908366000.0,16866822000.0,1593542400.0,3213890400.0,6933591200.0,39535188000.0,960241200.0,1441487600.0,953835500.0,965954260.0,1049985000.0,8759153400.0,637244120.0,4422900800.0,6550117200.0,9225625000.0,17515338000.0,4445544600.0,1958710400.0,1136277400.0,3510529600.0,1056455760.0,3104650400.0,5840856000.0,146148160000.0,9.99993,9.99993,509.49916,2982.3012000000003,16441.942000000003,232686.88,666315.28,1157390.4,393937.44,210534.38,53298.87400000001,15765.604,153238920000.0,55540.286,47672974000.0
Denmark_DK01 - Hovedstaden,0,47877950000.0,4490287000.0,5158507600.0,966136220.0,485940680.0,1575298600.0,1958741200.0,351614220.0,3608781600.0,6434784200.0,553694240.0,1037657200.0,1955683400.0,13597126000.0,300373200.0,469587740.0,274169260.0,250776000.0,374668480.0,2895621200.0,263364840.0,1594920400.0,1752924600.0,2655535800.0,5274343200.0,1636891600.0,783043060.0,470288340.0,980671140.0,242670900.0,673186260.0,2342109200.0,48568644000.0,9.9732204,9.7773846,421.67846,2073.3306,9258.9426,90027.6,199520.18,325848.9,125131.32000000002,80337.1,25426.328,8938.371,51791250000.0,59305.882,14959610000.0
Denmark_DK011 - Byen København (Copenhagen),0,20408764000.0,1705319400.0,1959110000.0,413533480.0,207983320.0,674261980.0,944775300.0,169585500.0,1530028600.0,2728167800.0,234749580.0,439934700.0,829115040.0,5764762600.0,123838620.0,193591340.0,113027740.0,103384726.0,154447260.0,1193730200.0,110321144.0,668037320.0,723524580.0,1095983100.0,2176881200.0,710020540.0,339702880.0,281305320.0,412353560.0,102036384.0,283046120.0,984716320.0,20701588000.0,8.6013054,7.907180599999999,302.52086,1388.5636,5800.133,50001.284,98411.978,143856.34,51019.884000000005,31433.638,9675.3992,3360.1206000000006,21884916000.0,55031.486,6250744400.0
Denmark_DK012 - Københavns omegn,0,14169670000.0,1391924800.0,1599062200.0,287061280.0,144386120.0,468059000.0,549789120.0,98693830.0,1072259200.0,1911936200.0,164516540.0,308314340.0,581086020.0,4040051200.0,89117668.0,139322460.0,81343616.0,74402962.0,111161520.0,859105700.0,78239158.0,473810220.0,520110900.0,787930240.0,1564959000.0,486690340.0,232816480.0,111459480.0,291353840.0,72096682.0,200001400.0,695833460.0,14374908000.0,1.2884054,1.6471686,91.92286,491.672,2323.7516,24147.618,55833.39400000001,94105.582,37080.7,24301.824,7869.4562,2819.832,15326986000.0,61040.016,4468037800.0
Denmark_DK013 - Nordsjælland,0,12359998000.0,1279087000.0,1469425000.0,246126440.0,123804020.0,401319560.0,432441460.0,77635872.0,935881160.0,1668770000.0,143593740.0,269103900.0,507209380.0,3526250600.0,81038118.0,126699720.0,73974308.0,67661766.0,101099472.0,781279240.0,69825792.0,422912460.0,472185860.0,715397960.0,1420843800.0,411268160.0,196700140.0,73196814.0,258217420.0,63898642.0,177267660.0,616772680.0,12539122000.0,0.07316,0.1884523999999799,22.463064,159.35404,943.2284,13512.146,39735.074,79943.486,34660.32400000001,23429.688,7610.7286,2685.7194,13587052000.0,66434.732,3928771200.0
Denmark_DK014 - Bornholm,0,939515300.0,113955620.0,130910880.0,19415036.0,9767191.4,31657996.0,31735134.0,5698995.2,70612254.0,125909940.0,10834378.0,20304370.0,38273246.0,266061860.0,6378808.2,9974232.0,5823583.6,5326531.8,7960254.2,61506324.0,4978714.8,30160568.0,37103242.0,56224590.0,111659120.0,28912332.0,13823582.0,4326762.4,18746370.0,4639198.6,12871072.0,44786768.0,953026800.0,0.010342,0.03458,4.771701599999999,33.741224,191.82976,2366.5502000000006,5539.7446,7943.472199999999,2370.4194,1171.9469999999997,270.74352000000005,72.69835800000001,992298080.0,49623.35799999999,312055140.0
Denmark_DK02 - Sjælland,0,20240356000.0,1949077800.0,2241709000.0,315598000.0,272731200.0,638832120.0,831405540.0,194606140.0,1102432200.0,2519902600.0,215113560.0,425910820.0,865638120.0,5131459600.0,160083740.0,226145520.0,195762580.0,177110100.0,157814240.0,1403156600.0,74549454.0,714205400.0,1207931200.0,1331901400.0,2723814600.0,659912120.0,223539080.0,136950740.0,637343260.0,165056640.0,491368340.0,651955220.0,20531904000.0,0.001598,0.01988,11.4462576,132.99808000000002,1155.1113999999998,26118.914,93138.866,175946.80000000002,58427.846,28335.018,5986.2326,1436.793,21493088000.0,54934.60599999999,7282721600.0
Denmark_DK021 - Østsjælland,0,6309536400.0,575665000.0,662099980.0,97576048.0,84317672.0,197508960.0,256969720.0,60140300.0,345121420.0,788863440.0,67341558.0,133331800.0,270977340.0,1606406600.0,49016328.0,69239694.0,59936910.0,54226528.0,48314494.0,429605680.0,23710538.0,227128800.0,370192460.0,408148940.0,834722700.0,212936360.0,72141860.0,45211114.0,201679460.0,52228994.0,155477920.0,206281200.0,6400819400.0,0.0001538,0.002206,1.5727024,20.085308,192.19914,5202.598,21976.482,50001.054,19570.79,10648.0642,2513.9508,652.9408000000001,6775116600.0,61002.51000000001,2247077200.0
