a_id_,ClusterID,val_CRBEC,val_FC011EC,val_FC01EC,val_FC021EC,val_FC022EC,val_FC02EC,val_FC031EC,val_FC032EC,val_FC041EC,val_FC042EC,val_FC043EC,val_FC044EC,val_FC045EC,val_FC04EC,val_FC052EC,val_FC053EC,val_FC054EC,val_FC055EC,val_FC056EC,val_FC05EC,val_FC063EC,val_FC06EC,val_FC071EC,val_FC072EC,val_FC07EC,val_FC091EC,val_FC096EC,val_FC10EC,val_FC121EC,val_FC123EC,val_FC125EC,val_FC126EC,val_FCTOTEC,val_HHPEDY000_001EC,val_HHPEDY001_002EC,val_HHPEDY002_005EC,val_HHPEDY005_007EC,val_HHPEDY007_010EC,val_HHPEDY010_020EC,val_HHPEDY020_035EC,val_HHPEDY035_070EC,val_HHPEDY070_100EC,val_HHPEDY100_150EC,val_HHPEDY150_200EC,val_HHPEDY200_250EC,val_PEDYEC,val_PEDYHHEC,val_RRBEC
Austria_AT1 - Ostösterreich,0,82002224000.0,7283321600.0,8223618000.0,1159717200.0,1379031200.0,2659826600.0,3789988000.0,885664060.0,4314637400.0,7521014800.0,887702600.0,2717613400.0,3202284000.0,18648720000.0,460762900.0,877016720.0,284638820.0,419500500.0,1463917400.0,5567601800.0,631581620.0,3443017600.0,2211924200.0,4541112800.0,9404005800.0,1561608600.0,1067677820.0,1022131780.0,2354547000.0,696759460.0,2099580600.0,1329378600.0,85456570000.0,9.996586,9.9718956,252.60404,1969.2552000000005,12803.874,187088.82,484662.38000000006,774525.2,240162.16,116166.6,26025.318000000003,6954.171799999999,95164592000.0,51314.822,29201736000.0
Austria_AT11 - Burgenland,0,6328024400.0,634105400.0,717628920.0,81796928.0,97262764.0,188767140.0,270366740.0,63180712.0,122757940.0,935678320.0,63967068.0,121437040.0,302054980.0,1546348800.0,37285550.0,70978550.0,23037366.0,33950484.0,118469760.0,450599640.0,52305760.0,285135800.0,314919060.0,471130180.0,895886740.0,74977208.0,45125388.0,29417420.0,174125380.0,77785490.0,218354120.0,75310812.0,6640455000.0,1.1e-10,1.075e-07,0.0037159999999999,0.3013458,13.476264,2460.1646,24206.514,69343.868,22625.494,8713.279,1240.3597,198.6507,7439394800.0,57729.064,2353648400.0
Austria_AT111 - Mittelburgenland,0,779339420.0,81762104.0,92531832.0,10168051.8,12090360.0,23465154.0,32767632.0,7657315.6,15127916.0,115305780.0,7883393.2,14965480.0,37224954.0,190563380.0,4643958.8,8841232.8,2869681.2,4228902.2,14756188.0,56128040.0,6375086.0,34752012.0,39206462.0,58656326.0,111534770.0,9089154.0,5468425.2,3315864.8,21297256.0,9514224.2,26706288.0,9211768.4,817838780.0,2.822e-12,5.4779999999999995e-09,0.0003452,0.03248,1.6276304,334.70268,3361.37,9098.5358,2645.9642,896.31634,107.388654,14.713704000000002,909183200.0,55219.986,293082520.0
Austria_AT112 - Nordburgenland,0,3517386200.0,342454520.0,387561640.0,45213958.0,53763618.0,104343380.0,150914080.0,35266384.0,68243670.0,520167400.0,35558968.0,67508220.0,167913240.0,859643540.0,20618316.0,39247452.0,12738126.0,18772986.0,65509736.0,249156680.0,29286280.0,159651580.0,174184200.0,260578980.0,495523420.0,42054496.0,25316882.0,17068280.0,97273768.0,43453284.0,121983780.0,42070172.0,3691081800.0,9.332e-11,8.162e-08,0.00238,0.1819377999999999,7.715702800000001,1319.4562,12765.08,37437.40800000001,12849.126,5214.933,790.1432199999999,132.94833599999998,4155815400.0,58893.72200000001,1299760600.0
Austria_AT113 - Südburgenland,0,2031298600.0,209888820.0,237535440.0,26414918.0,31408776.0,60958606.0,86685002.0,20257014.0,39386340.0,300205100.0,20524708.0,38963358.0,96916806.0,496141820.0,12023272.0,22889864.0,7429560.2,10948594.0,38203814.0,145314940.0,16644394.0,90732228.0,101528418.0,151894860.0,288828600.0,23833558.0,14340079.4,9033275.6,55554368.0,24817982.0,69664050.0,24028876.0,2131534400.0,1.388e-11,2.044e-08,0.0009914,0.0869636,4.13293279999998,806.0057200000001,8080.065799999999,22807.924000000003,7130.4014,2602.0298000000003,342.82778,50.988678,2374396000.0,56751.758,760805420.0
Austria_AT12 - Niederösterreich,0,36598546000.0,3238023600.0,3644685600.0,475592000.0,565520660.0,1089397400.0,1559840800.0,364511800.0,748137820.0,4839982400.0,416540180.0,757271260.0,1406982800.0,8171310600.0,225300600.0,428862280.0,139191180.0,205135100.0,715836300.0,2722570400.0,298293060.0,1626122800.0,1267146600.0,2864900400.0,4993732800.0,560902540.0,402181860.0,320410260.0,949658140.0,293695500.0,1068146660.0,744910120.0,38121910000.0,4.64e-06,0.0002954,0.6010942,20.711132,440.18594,28987.978000000003,164416.26,363333.26,122271.24,57161.08,11293.3264,2511.9408000000003,43193620000.0,57481.132000000005,13560178000.0
Austria_AT121 - Mostviertel-Eisenwurzen,0,5307770600.0,455473280.0,512676520.0,68833026.0,81846944.0,157668360.0,232543140.0,54341908.0,108060940.0,699080340.0,60168132.0,109382100.0,203231060.0,1180268600.0,32825624.0,62488400.0,20281604.0,29889492.0,104298816.0,396699520.0,42959002.0,234187100.0,184553980.0,417272100.0,727307860.0,80148480.0,57451274.0,50971486.0,136901240.0,42339496.0,153980820.0,107389900.0,5527790600.0,2.804e-08,4.049999999999999e-06,0.0189,0.8434800000000001,22.57846,2134.3398,15964.328,46178.17,19170.928,10222.021599999998,2260.1936,538.2542599999999,6252060200.0,64657.554,1954151000.0
Austria_AT122 - Niederösterreich-Süd,0,5557272600.0,500114500.0,562923860.0,72561236.0,86280912.0,166209000.0,242721860.0,56720526.0,113245260.0,732622220.0,63053262.0,114628920.0,212978200.0,1236890400.0,34362236.0,65411414.0,21230140.0,31287728.0,109179460.0,415255760.0,44686402.0,243603640.0,193204020.0,436823420.0,761399620.0,83803784.0,60079256.0,49592824.0,142741280.0,44145324.0,160549920.0,111968880.0,5787854600.0,3.53e-07,3.518e-05,0.0995105999999999,3.65038259999998,80.10412999999998,5273.5798,28690.905999999995,58468.35400000001,17778.636,7561.2343999999985,1330.083,267.32258,6510964599.999999,54460.83200000001,2069544400.0
Austria_AT123 - Sankt Pölten,0,3504731200.0,297446960.0,334803160.0,44668544.0,53114586.0,102318106.0,152695900.0,35682780.0,71291074.0,461207820.0,39693116.0,72161642.0,134074080.0,778656060.0,21349720.0,40640018.0,13190102.0,19439072.0,67833830.0,257996960.0,28937720.0,157752420.0,120101280.0,271539660.0,473309760.0,54194212.0,38855562.0,32970384.0,91611832.0,28332362.0,103042242.0,71860988.0,3649891000.0,6.004e-08,6.994e-06,0.0251,1.0169586000000002,24.80013,1999.1142,13144.29,33342.616,12443.38,6168.6176,1272.6408,288.62946,4189693800.0,60900.442,1285844400.0
Austria_AT124 - Waldviertel,0,4529164200.0,422558660.0,475628760.0,59136362.0,70316268.0,135456660.0,196516920.0,45923138.0,92179680.0,596334600.0,51327490.0,93308170.0,173368380.0,1006813560.0,28340116.0,53952548.0,17511710.0,25806442.0,90049376.0,342514180.0,36318476.0,197981200.0,159261540.0,360093780.0,627627880.0,67230034.0,48182280.0,37683284.0,116067500.0,35897128.0,130545000.0,91049946.0,4716840800.0,4.5700000000000006e-08,7.634e-06,0.03758,1.63784479999998,41.840386,3424.976,21354.304,47569.736,14970.116,6332.022,1083.02724,210.04898000000003,5301456400.0,55775.14200000001,1701658000.0
Austria_AT125 - Weinviertel,0,2559433600.0,243392720.0,273960800.0,34091778.0,40537484.0,78090512.0,108627108.0,25384564.0,52400692.0,338996040.0,29176706.0,53041518.0,98551096.0,572333820.0,16068044.0,30588028.0,9927968.2,14630864.0,51054174.0,194185440.0,20282838.0,110567784.0,90307166.0,204182220.0,355890320.0,38009902.0,27246010.0,20537688.0,65185230.0,20160064.0,73316730.0,51133548.0,2666125800.0,3.014e-08,5.678e-06,0.0299,1.3087478,33.062293999999994,2556.2814000000003,14630.328,28587.514000000003,7746.3914,2890.8432000000003,428.70128,74.11226999999998,2957916600.0,51915.06800000001,964459840.0
Austria_AT126 - Wiener Umland/Nordteil,0,7132784800.0,642648600.0,723357220.0,94806022.0,112735720.0,217166760.0,293647200.0,68620972.0,147050640.0,951338540.0,81867102.0,148841800.0,276536260.0,1606105200.0,44058684.0,83857268.0,27215546.0,40111390.0,139978000.0,532351320.0,57574464.0,313869940.0,247853100.0,560348560.0,976784220.0,109889260.0,78824544.0,59149252.0,184362900.0,57014972.0,207370800.0,144605160.0,7432239200.0,1.834e-06,0.0001142,0.2004323999999799,6.37469259999996,124.33572,7048.998999999999,35685.340000000004,71814.496,22719.538,10270.647399999998,1969.523,428.75052,8308257800.0,55292.844,2650467000.0
Austria_AT127 - Wiener Umland/Südteil,0,8007388600.0,676388920.0,761335260.0,101495024.0,120688760.0,232487960.0,333088800.0,77837900.0,163909520.0,1060402720.0,91254370.0,165907080.0,308244020.0,1790242600.0,48296168.0,91924602.0,29834124.0,43970112.0,153442640.0,583567280.0,67534160.0,368160560.0,271865380.0,614641000.0,1071412740.0,127626880.0,91542958.0,69505340.0,212788100.0,65806166.0,239341220.0,166901720.0,8341164400.0,2.286e-06,0.0001214,0.189687,5.8790248,113.46483400000002,6550.6896,34946.768,77372.354,27442.262,13715.698,2949.1568,704.8228,9673270800.0,58943.34,2934053200.0
Austria_AT13 - Wien,0,39075658000.0,3411192400.0,3861303200.0,602328120.0,716247640.0,1381662000.0,1959780000.0,457971540.0,3443741800.0,1745354200.0,407195380.0,1838905000.0,1493246000.0,8931062200.0,198176740.0,377175920.0,122410260.0,180414900.0,629611580.0,2394431800.0,280982800.0,1531759200.0,629858700.0,1205082000.0,3514385800.0,925728900.0,620370600.0,672304060.0,1230763600.0,325278440.0,813079620.0,509157700.0,40694210000.0,9.996581199999998,9.9716002,251.99924,1948.2422,12350.212,155640.66,296039.6,341848.08,95265.434,50292.26400000001,13491.634,4243.580199999999,44531578000.0,45709.564,13287910000.0
Austria_AT130 - Wien (Vienna),0,39075658000.0,3411192400.0,3861303200.0,602328120.0,716247640.0,1381662000.0,1959780000.0,457971540.0,3443741800.0,1745354200.0,407195380.0,1838905000.0,1493246000.0,8931062200.0,198176740.0,377175920.0,122410260.0,180414900.0,629611580.0,2394431800.0,280982800.0,1531759200.0,629858700.0,1205082000.0,3514385800.0,925728900.0,620370600.0,672304060.0,1230763600.0,325278440.0,813079620.0,509157700.0,40694210000.0,9.996581199999998,9.9716002,251.99924,1948.2422,12350.212,155640.66,296039.6,341848.08,95265.434,50292.26400000001,13491.634,4243.580199999999,44531578000.0,45709.564,13287910000.0
Austria_AT2 - Südösterreich,0,37513172000.0,3664231000.0,4062367200.0,525755820.0,625167820.0,1206439800.0,1800186800.0,420677200.0,1136296000.0,4420343800.0,630082640.0,928596880.0,1629490000.0,8747374000.0,234923240.0,447206840.0,145149540.0,213908180.0,746433780.0,2839052600.0,279075800.0,1521331400.0,1315492000.0,2726258000.0,4801418400.0,536144140.0,300790420.0,267401560.0,1126621600.0,368145780.0,1301008600.0,538685500.0,39162884000.0,4.6920000000000005e-05,0.001648,1.8036414,50.96127,907.8751600000002,45637.11000000001,211615.96,389620.7400000001,113988.52,48950.384,8967.937,1899.304,43542230000.0,52948.212,14272008000.0
Austria_AT21 - Kärnten,0,11459884000.0,1102927200.0,1218237800.0,160423060.0,190752880.0,367692760.0,639473920.0,149435700.0,353404420.0,1182392000.0,193126740.0,284298080.0,505754180.0,2519714400.0,69624510.0,132548920.0,43022526.0,63400376.0,221229660.0,841480340.0,83210966.0,453597520.0,320744300.0,817687700.0,1344240400.0,158497260.0,78719772.0,92383104.0,352852520.0,131929800.0,412601320.0,154616560.0,11938184000.0,3.536e-05,0.0010761999999999,0.9439172,24.336277999999982,396.8752,17274.736,71708.93600000002,120329.34,33107.878000000004,13838.813999999998,2497.4056000000005,527.33318,13235874000.0,50926.394,4420874200.0
Austria_AT211 - Klagenfurt-Villach,0,6076708800.0,570788060.0,630463020.0,84317148.0,100259764.0,193257940.0,339615100.0,79363056.0,187449180.0,627146980.0,102430786.0,150791480.0,268246200.0,1336456600.0,36303752.0,69109572.0,22430900.0,33056492.0,115350340.0,438736100.0,44638754.0,243337000.0,167356640.00000003,426639620.0,701395340.0,85998282.0,42721728.0,50296348.0,188613240.0,70520064.0,220553860.0,82645380.0,6330412800.0,2.776e-05,0.0007772,0.610787,15.091668,236.82828,9744.8748,39004.566000000006,64078.6,17548.068,7378.537399999999,1348.207,288.41606,7074934600.0,50621.948,2329277800.0
Austria_AT212 - Oberkärnten,0,2416730600.0,243625960.0,269097200.0,34310454.0,40796702.0,78639752.0,135970620.0,31774362.0,74367570.0,248815160.0,40642146.0,59826592.0,106431240.0,530238220.0,15012850.0,28582650.0,9277588.0,13671466.0,47704296.0,181457100.0,17153422.0,93503944.0,69095972.0,176153080.0,289579960.0,32189636.0,15984152.0,18736684.0,73215312.0,27375514.0,85611448.0,32083352.0,2517376600.0,3.072e-06,0.0001296,0.1538609999999799,4.327446799999981,75.50928400000001,3556.8686,15270.9,25574.018,6818.638199999999,2736.1594,466.9758600000001,93.717048,2750837800.0,50356.312000000005,943554220.0
Austria_AT213 - Unterkärnten,0,2966444600.0,288513360.0,318677580.0,41795452.0,49696388.0,95795074.0,163888200.0,38298294.0,91587684.0,306429740.0,50053790.0,73679980.0,131076740.0,653019479.9999999,18307906.0,34856710.0,11314042.0,16672418.0,58175020.0,221287180.0,21418796.0,116756600.0,84291692.0,214895060.0,353265000.0,40309346.0,20013892.0,23350070.0,91023976.0,34034214.0,106436028.0,39887836.0,3090394600.0,4.558e-06,0.0001689999999999,0.1792693999999999,4.9171642,84.53766800000001,3972.9916,17433.47,30676.7,8741.1702,3724.1164,682.22274,145.2001,3410101800.0,52050.72,1148042200.0
Austria_AT22 - Steiermark,0,26053288000.0,2561304000.0,2844129600.0,365332740.0,434414940.0,838746860.0,1160712600.0,271241480.0,782891520.0,3237951800.0,436955900.0,644298800.0,1123735400.0,6227660000.0,165298700.0,314657880.0,102126986.0,150507840.0,525204140.0,1997572200.0,195864820.0,1067733760.0,994747940.0,1908570400.0,3457178400.0,377646880.0,222070680.0,175018460.0,773769040.0,236216020.0,888407180.0,384069000.0,27224698000.0,1.156e-05,0.0005729999999999,0.85972459999998,26.624990000000004,510.99994,28362.376,139907.0,269291.46,80880.626,35111.57,6470.532399999999,1371.9706,30306356000.0,53882.422,9851132400.0
Austria_AT221 - Graz,0,9909276600.0,897889900.0,997033740.0,135614640.0,161263260.0,311354200.0,477969280.0,111694298.0,295287000.0,1221251600.0,164790440.0,243003100.0,423808400.0,2348829600.0,60468350.0,115090920.0,37352272.0,55051334.0,192113540.0,730630940.0,75350712.0,410780820.0,364330260.0,698988200.0,1266223600.0,148314000.0,87252246.0,82174370.0,295824520.0,90305024.0,339662400.0,146824880.0,10351128600.0,7.848e-06,0.0003288,0.39937479999998,11.5066102,207.99578,10746.7508,51661.354,100761.908,31543.948,14334.408,2794.1850000000004,620.83264,11687784000.0,54884.20599999999,3685831200.0
Austria_AT222 - Liezen,0,1638023200.0,168136520.0,186702900.0,22951196.0,27290696.0,52691976.0,70087150.0,16378344.0,49161532.0,203328580.0,27440104.0,40459530.0,70568020.0,391072460.0,10817849.2,20593788.0,6684256.8,9850391.4,34372684.0,130738880.0,12290500.0,66998194.0,64997902.0,124710620.0,225894000.0,22689120.0,13339501.6,9438652.6,48565974.0,14826586.0,55760192.0,24106992.0,1711579200.0,5.056000000000001e-07,3.01e-05,0.05138,1.6369903999999995,32.042306,1813.3204,8990.3322,17171.788,5056.3174,2141.4066000000003,380.97984,78.09389399999996,1904496600.0,53359.576,627023660.0
Austria_AT223 - Östliche Obersteiermark,0,3229909800.0,340587440.0,378197200.0,45152142.0,53688124.0,103660440.0,140058300.0,32729602.0,96822994.0,400457980.0,54047610.0,79686916.0,138991200.0,770232560.0,20915724.0,39821012.0,12925374.0,19046936.0,66461016.0,252803340.0,24239686.0,132134660.0,125755120.0,241294480.0,437045760.0,45574102.0,26782302.0,18117696.0,95743544.0,29230266.0,109924940.0,47528370.0,3374768600.0,1.5420000000000002e-06,0.00010012,0.1744681999999599,5.4521558,103.007146,5268.0164,22983.76,36748.22,8886.478,3212.5244,478.79426,85.262554,3759813000.0,48332.442,1241842800.0
Austria_AT224 - Oststeiermark,0,5395889000.0,545215020.0,605419660.0,77268850.0,91879190.0,177396580.0,226401200.0,52906644.0,163591480.0,676599420.0,91308054.0,134632940.0,234819040.0,1301332800.0,34880468.0,66399398.0,21551286.0,31760184.0,110827520.0,421531640.0,40298292.0,219678500.0,209829860.0,402593540.0,729246600.0,77483342.0,45558410.0,31927834.0,159986780.0,48841308.0,183688080.0,79412452.0,5640664400.0,3.070000000000001e-07,2.552e-05,0.06478,2.3907374,53.801722,3834.8966,22862.482,52240.796,17793.464,8275.3276,1606.589,349.54788,6207565400.0,57935.508,2048764800.0
Austria_AT225 - West- und Südsteiermark,0,3909153000.0,401785340.0,446151900.0,56315310.0,66963792.0,129290820.0,162422820.0,37955830.0,118701800.0,490939640.0,66252920.0,97689442.0,170384180.0,944244960.0,25260226.0,48085972.0,15607270.0,23000504.0,80260562.0,305270100.0,29076622.0,158505920.0,151968780.0,291577300.0,528155300.0,56187912.0,33036934.0,22340546.0,115641900.0,35303554.0,132773760.0,57401152.0,4086762000.0,1.1439999999999998e-06,6.95e-05,0.120534,3.8718073999999993,76.23064199999999,4334.503599999999,21454.528,40658.602,11833.078,4956.367,870.1853800000001,176.40668,4479220400.0,53052.76,1489505600.0
Austria_AT226 - Westliche Obersteiermark,0,1971036600.0,207689680.0,230624000.0,28030646.0,33329886.0,64352908.0,83773910.0,19576748.0,59326720.0,245374200.0,33116764.0,48826882.0,85164674.0,471947640.0,12956096.0,24666812.0,8006545.4,11798470.0,41168804.0,156597320.0,14609028.0,79635636.0,77865894.0,149406120.0,270612800.0,27398416.0,16101272.0,11019354.0,58006298.0,17709240.0,66597816.0,28795098.0,2059797200.0,2.044000000000001e-07,1.894e-05,0.0492,1.7666904,37.92232799999998,2364.8900000000003,11954.566,21710.128,5767.3366000000005,2191.534,339.79889999999995,61.82706399999999,2267476800.0,51017.03200000001,758165200.0
Austria_AT3 - Westösterreich,0,68214476000.0,6389119200.0,7114979000.0,923043640.0,1097597000.0,2114723600.0,3709199000.0,866785060.0,2159101800.0,9177760800.0,726605940.0,1448752400.0,2369485000.0,15886364000.0,401794260.0,764795160.0,248222580.0,365820460.0,1276583400.0,4855224200.0,472914740.0,2578005200.0,2507211000.0,4929995600.0,8797011000.0,1128234600.0,713367700.0,551050800.0,2004910200.0,579163220.0,2435174400.0,957846400.0,71126598000.0,0.00332,0.02642,6.913472399999979,130.84046,1770.878,72159.61799999999,337880.92,681283.04,217221.96,99476.516,19948.562,4685.8222000000005,79776028000.0,55527.3,25780664000.0
Austria_AT31 - Oberösterreich,0,31746512000.0,2981853800.0,3334843000.0,422331360.0,502188440.0,968204580.0,1620413400.0,378666760.0,892359540.0,4305213400.0,441624380.0,634256400.0,1182981200.0,7458622400.0,198138660.0,377171720.0,122415140.0,180409780.0,629545720.0,2394416800.0,199076540.0,1085273520.0,1297137600.0,2429482000.0,4234235400.0,562344660.0,346045400.0,225286300.0,907229760.0,265905200.0,1070682140.0,467658180.0,33102200000.0,9.586e-08,2.046e-05,0.1434764,7.1564964,208.00282,20651.222,143978.08000000002,338851.24,106502.41199999998,43717.872,7121.661599999999,1319.3666,37184536000.0,56100.064,12035512000.0
Austria_AT311 - Innviertel,0,6038026800.0,571585320.0,639249560.0,81118384.0,96456374.0,185965440.0,306563760.0,71639432.0,169910920.0,819741220.0,84089072.0,120766940.0,225248960.0,1420173800.0,38137300.0,72598148.0,23562600.0,34725294.0,121174360.0,460878360.0,37481782.0,204333680.0,249566320.0,467429340.0,814657260.0,105277378.0,64780044.0,42589100.0,171426100.0,50244406.0,202311260.0,88367294.0,6296156800.0,3.008e-09,1.1440000000000002e-06,0.01396,0.8150757999999799,27.064472,3221.6732,24981.074,63279.694,20649.938,8558.296600000001,1389.3148,254.3344,7015873800.0,57295.714,2293020600.0
Austria_AT312 - Linz-Wels,0,13149316000.0,1200484400.0,1342595200.0,172170240.0,204727120.0,394705980.0,684261500.0,159901800.0,368719260.0,1778888000.0,182471600.0,262069000.0,488791260.0,3081843200.0,80171450.0,152606600.0,49529370.0,72995482.0,254723820.0,968796340.0,83647320.0,456009140.0,525284120.0,983819980.0,1714681600.0,239250660.0,147245880.0,98189460.0,379189260.0,111137440.0,447508920.0,195459940.0,13709490000.0,7.91e-08,1.5099999999999998e-05,0.0883887999999999,4.097195600000001,110.71222,9774.4924,63087.756,141387.98,43889.604,18249.862,3061.888,585.7167400000001,15586062000.0,55590.4,4952151800.0
Austria_AT313 - Mühlviertel,0,4234683000.0,408684200.0,457064260.0,58064122.0,69042824.0,133113000.0,209330980.0,48917568.0,119825240.0,578102340.0,59302328.0,85168172.0,158852680.0,1001544560.0,27082222.0,51554400.0,16732762.0,24659560.0,86049496.0,327286520.0,25941468.0,141419600.0,177176180.0,331846440.0,578354220.0,73066686.0,44958292.0,28614720.0,119352460.0,34982072.0,140854800.0,61524618.0,4416722800.0,7.849999999999999e-10,3.920000000000001e-07,0.006384,0.4081806,14.704598,1970.7742,16419.453999999998,43646.284,14528.818,6016.765799999999,964.8902,173.73988,4855044200.0,57940.95,1614061200.0
Austria_AT314 - Steyr-Kirchdorf,0,3304491400.0,316629140.0,354111800.0,43765248.0,52039876.0,100332118.0,167678840.0,39184084.0,92648704.0,446989680.0,45853956.0,65852632.0,122827280.0,774399360.0,21009764.0,39996282.0,12981516.0,19130998.0,66756460.0,253911260.0,20713824.0,112921360.0,137428780.0,257404840.0,448607340.0,57149104.0,35157572.0,22306472.0,94336056.0,27650104.0,111331260.0,48630468.0,3445238600.0,5.579999999999999e-09,1.6e-06,0.0141199999999999,0.7423261999999999,22.317438,2267.8924,15703.656,36002.39,10941.0192,4361.813,686.8322000000001,123.698062,3876972800.0,55266.886,1260167400.0
Austria_AT315 - Traunviertel,0,5019995800.0,484470580.0,541822140.0,67213362.0,79922248.0,154088020.0,252578440.0,59023866.0,141255400.0,681491880.0,69907434.0,100399608.0,187260900.0,1180661400.0,31737934.0,60416300.0,19608890.0,28898440.0,100841584.0,383544360.0,31292142.0,170589660.0,207682180.0,388981460.0,677934960.0,87600816.0,53903640.0,33586532.0,142925880.0,41891176.0,168675780.0,73675850.0,5234592200.0,7.392e-09,2.218e-06,0.02058,1.0937188,33.204104,3416.3904,23786.112,54534.88600000001,16493.03,6531.1368,1018.73586,181.87752,5850582800.0,55163.344000000005,1916110200.0
Austria_AT32 - Salzburg,0,11944132000.0,1136697400.0,1259593600.0,149205660.0,177422960.0,342933700.0,731908320.0,171036160.0,445548940.0,1552030000.0,65297934.0,308026200.0,400727900.0,2772444000.0,71591108.0,136264980.0,44226846.0,65179002.0,227456540.0,865074160.0,82530722.0,449882680.0,300657920.0,718332660.0,1382779200.0,168388360.0,129765206.0,141547660.0,402130400.0,134373040.0,445805500.0,118034080.0,12447468000.0,0.00271,0.0184,3.6003422,58.563698,665.66362,18748.778,63775.81199999999,108045.26,35696.732,18976.032,4729.5326000000005,1337.0351999999998,14001664000.0,55400.388,4515416400.0
Austria_AT321 - Lungau,0,409172240.0,41065748.0,45505756.0,5195659.4,6178066.8,11941518.0,24712598.0,5774971.8,15258764.0,53153376.0,2236501.8,10549430.0,13724896.0,94950820.0,2569667.8,4891651.6,1587745.2,2339769.2,8164761.2,31054932.0,2767680.2,15086354.0,10772422.4,25738714.0,49542266.0,5434226.4,4185901.4,4462062.4,13575678.0,4536560.0,15049722.0,3985047.2,426408760.0,4.363999999999999e-06,7.194e-05,0.03542,0.780251,11.3658512,449.24004,1902.2198,3682.546,1270.6912,663.98484,157.09922,41.760412,472608700.0,57644.016,156971200.0
Austria_AT322 - Pinzgau-Pongau,0,3529150400.0,337990360.0,374533040.0,44545536.0,52969576.0,102383058.0,212230320.0,49595094.0,131940520.0,459604320.0,19337008.0,91216520.0,118669420.0,821008580.0,21833760.0,41558646.0,13488668.0,19878506.0,69370078.0,263835160.0,24189526.0,131857340.0,91592100.0,218833300.0,421245520.0,48099784.0,37065934.0,40830318.0,118247880.0,39513248.0,131089580.0,34708524.0,3678202600.0,0.0002769999999999,0.00257,0.6888198000000001,12.422914,153.36692,4829.813400000001,17696.716,31521.74,10672.9606,5702.8888,1416.1072,396.8905,4106843800.0,56563.732,1337065400.0
Austria_AT323 - Salzburg und Umgebung,0,8005807800.0,757641560.0,839554620.0,99464480.0,118275320.0,228609120.0,494965420.0,115666080.0,298349700.0,1039272140.0,43724422.0,206260240.0,268333540.0,1856484600.0,47187686.0,89814680.0,29150430.0,42960726.0,149921700.0,570184060.0,55573516.0,302939020.0,198293380.0,473760620.0,911991500.0,114854360.0,88513376.0,96255274.0,270306800.0,90323220.0,299666220.0,79340486.0,8342855600.0,0.00243,0.01576,2.876094,45.360532,500.93086000000005,13469.723999999998,44176.878,72840.97,23753.082,12609.16,3156.3264,898.3844000000001,9422213800.0,54802.072,3021379800.0
Austria_AT33 - Tirol,0,15861770000.0,1436508200.0,1591999400.0,218805580.0,260188840.0,501230800.0,915976220.0,214050060.0,459023220.0,2153830000.0,159258780.0,332635380.0,566640700.0,3672465400.0,86491710.0,164614780.0,53427174.0,78739962.0,274788720.0,1045050380.0,122034360.0,665216900.0,597954000.0,1219513200.0,2099754000.0,208831880.0,142809230.0,104991264.0,451945220.0,120357740.0,617897900.0,208763920.0,16534078000.0,0.0005882,0.00747,2.75215839999998,54.38530800000001,718.74402,24292.276,90106.136,152630.06,46925.528000000006,22637.708,4953.243,1244.37336,18373246000.0,53383.31000000001,5984821200.0
Austria_AT331 - Außerfern,0,685077560.0,64152174.0,71096282.0,9463709.8,11253440.0,21678926.0,37193138.0,8691489.0,19932598.0,93528596.0,6916041.4,14444660.0,24606878.0,159475560.0,3857894.4,7343005.0,2383309.6,3512343.2,12257154.0,46617148.0,5325947.6,29031466.0,26643548.0,54340256.0,93560226.0,8836186.4,6041111.6,3872490.6,19692998.0,5244589.4,26923786.0,9097024.6,714270860.0,1.0108e-05,0.000171,0.0843873999999999,1.8288448,26.053272000000003,972.4650800000002,3828.995,6685.27,2058.916,978.2872600000004,208.2705,50.858964,796509100.0,53693.64399999999,260042000.0
Austria_AT332 - Innsbruck,0,6549323000.0,592258840.0,656365980.0,89950640.0,106963560.0,206055460.0,397379280.0,92861648.0,188337220.0,883715060.0,65343424.0,136479800.0,232490860.0,1506808600.0,34849620.0,66326840.0,21526758.0,31726070.0,110718560.0,421071640.0,49943606.0,272248520.0,241098260.0,491713480.0,846633000.0,87185888.0,59620816.0,46795798.0,185114000.0,49297612.0,253088640.0,85508760.0,6825168600.0,0.0003134,0.004006,1.445233,28.024974000000004,361.99634,11647.222,40944.246,64991.33200000001,18732.83,8606.7056,1788.5966,431.78702,7572694200.0,51254.292,2474600200.0
Austria_AT333 - Osttirol,0,964594960.0,93385798.0,103494440.0,13563040.0,16127696.0,31069140.0,53559590.0,12516092.0,28025600.0,131504240.0,9724769.6,20309984.0,34599522.0,224229900.0,5440805.0,10356736.4,3361574.8,4953843.8,17287038.0,65750242.0,7309882.8,39845346.0,37570094.0,76627778.0,131928940.0,12244306.0,8368397.2,5521594.6,27236370.0,7253717.4,37236460.0,12582294.0,1005638940.0,7.918000000000001e-06,0.0001666,0.1015254,2.3465548,35.107326,1383.8626,5547.991599999999,9540.2612,2821.3034,1280.7226,257.22594,59.687456,1102487200.0,52616.488,369342260.0
